Video File,Meta File,TimeStamp,Exposure,Gain,Gamma,Binning,Capture Area,
2025-01-17-0145_4-Jupiter_647NH3.avi,2025-01-17-0143_3-Jupiter_620CH4.CameraSettings.txt,2025-01-17T01:42:22.3896694Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0143_3-Jupiter_620CH4.avi,2025-01-17-0141_3-Jupiter_632OI.CameraSettings.txt,2025-01-17T01:40:20.7639665Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0141_3-Jupiter_632OI.avi,2025-01-17-0139_2-Jupiter_656HIA.CameraSettings.txt,2025-01-17T01:38:17.4151715Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0139_2-Jupiter_656HIA.avi,2025-01-17-0137_5-Jupiter_450BLU.CameraSettings.txt,2025-01-17T01:36:45.5988480Z,0.01,60.0,No Gamma,2,640x640,
2025-01-17-0137_5-Jupiter_450BLU.avi,2025-01-17-0135_9-Jupiter_550GRN.CameraSettings.txt,2025-01-17T01:35:13.2289490Z,0.01,60.0,No Gamma,2,640x640,
2025-01-17-0135_9-Jupiter_550GRN.avi,2025-01-17-0134_4-Jupiter_685NIR.CameraSettings.txt,2025-01-17T01:33:39.9395412Z,0.01,60.0,No Gamma,2,640x640,
2025-01-17-0134_4-Jupiter_685NIR.avi,2025-01-17-0132_6-Jupiter_656HIA.CameraSettings.txt,2025-01-17T01:31:37.2491502Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0132_6-Jupiter_656HIA.avi,2025-01-17-0130_5-Jupiter_632OI.CameraSettings.txt,2025-01-17T01:29:33.7553482Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0130_5-Jupiter_632OI.avi,2025-01-17-0128_5-Jupiter_620CH4.CameraSettings.txt,2025-01-17T01:27:32.2570947Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0128_5-Jupiter_620CH4.avi,2025-01-17-0126_5-Jupiter_647NH3.CameraSettings.txt,2025-01-17T01:25:30.5165900Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0126_5-Jupiter_647NH3.avi,2025-01-17-0124_5-Jupiter_647NH3.CameraSettings.txt,2025-01-17T01:23:30.3240428Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0124_5-Jupiter_647NH3.avi,2025-01-17-0122_4-Jupiter_620CH4.CameraSettings.txt,2025-01-17T01:21:28.5332990Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0122_4-Jupiter_620CH4.avi,2025-01-17-0120_4-Jupiter_632OI.CameraSettings.txt,2025-01-17T01:19:26.7127903Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0120_4-Jupiter_632OI.avi,2025-01-17-0118_3-Jupiter_656HIA.CameraSettings.txt,2025-01-17T01:17:23.2414424Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0118_3-Jupiter_656HIA.avi,2025-01-17-0116_6-Jupiter_450BLU.CameraSettings.txt,2025-01-17T01:15:51.4608563Z,0.01,60.0,No Gamma,2,640x640,
2025-01-17-0116_6-Jupiter_450BLU.avi,2025-01-17-0115_0-Jupiter_550GRN.CameraSettings.txt,2025-01-17T01:14:19.0644225Z,0.01,60.0,No Gamma,2,640x640,
2025-01-17-0115_0-Jupiter_550GRN.avi,2025-01-17-0113_5-Jupiter_685NIR.CameraSettings.txt,2025-01-17T01:12:45.7488920Z,0.01,60.0,No Gamma,2,640x640,
2025-01-17-0113_5-Jupiter_685NIR.avi,2025-01-17-0111_7-Jupiter_656HIA.CameraSettings.txt,2025-01-17T01:10:43.3109212Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0111_7-Jupiter_656HIA.avi,2025-01-17-0109_6-Jupiter_632OI.CameraSettings.txt,2025-01-17T01:08:39.8244265Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0109_6-Jupiter_632OI.avi,2025-01-17-0107_6-Jupiter_620CH4.CameraSettings.txt,2025-01-17T01:06:38.2515880Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0107_6-Jupiter_620CH4.avi,2025-01-17-0105_6-Jupiter_647NH3.CameraSettings.txt,2025-01-17T01:04:36.5738095Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0105_6-Jupiter_647NH3.avi,2025-01-17-0103_6-Jupiter_647NH3.CameraSettings.txt,2025-01-17T01:02:36.2526933Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0103_6-Jupiter_647NH3.avi,2025-01-17-0101_5-Jupiter_620CH4.CameraSettings.txt,2025-01-17T01:00:34.5030228Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0101_5-Jupiter_620CH4.avi,2025-01-17-0059_5-Jupiter_632OI.CameraSettings.txt,2025-01-17T00:58:32.9336308Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0059_5-Jupiter_632OI.avi,2025-01-17-0057_4-Jupiter_656HIA.CameraSettings.txt,2025-01-17T00:56:29.5344222Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0057_4-Jupiter_656HIA.avi,2025-01-17-0055_7-Jupiter_450BLU.CameraSettings.txt,2025-01-17T00:54:57.7056469Z,0.01,60.0,No Gamma,2,640x640,
2025-01-17-0055_7-Jupiter_450BLU.avi,2025-01-17-0054_1-Jupiter_550GRN.CameraSettings.txt,2025-01-17T00:53:25.1259047Z,0.01,60.0,No Gamma,2,640x640,
2025-01-17-0054_1-Jupiter_550GRN.avi,2025-01-17-0052_6-Jupiter_685NIR.CameraSettings.txt,2025-01-17T00:51:51.7513468Z,0.01,60.0,No Gamma,2,640x640,
2025-01-17-0052_6-Jupiter_685NIR.avi,2025-01-17-0050_8-Jupiter_656HIA.CameraSettings.txt,2025-01-17T00:49:49.3322657Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0050_8-Jupiter_656HIA.avi,2025-01-17-0048_7-Jupiter_632OI.CameraSettings.txt,2025-01-17T00:47:45.5588358Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0048_7-Jupiter_632OI.avi,2025-01-17-0046_7-Jupiter_620CH4.CameraSettings.txt,2025-01-17T00:45:43.8438252Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0046_7-Jupiter_620CH4.avi,2025-01-17-0044_7-Jupiter_647NH3.CameraSettings.txt,2025-01-17T00:43:42.0963764Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0044_7-Jupiter_647NH3.avi,2025-01-17-0042_6-Jupiter_647NH3.CameraSettings.txt,2025-01-17T00:41:41.8243083Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0042_6-Jupiter_647NH3.avi,2025-01-17-0040_6-Jupiter_620CH4.CameraSettings.txt,2025-01-17T00:39:40.0419837Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0040_6-Jupiter_620CH4.avi,2025-01-17-0038_6-Jupiter_632OI.CameraSettings.txt,2025-01-17T00:37:38.3057028Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0038_6-Jupiter_632OI.avi,2025-01-17-0036_5-Jupiter_656HIA.CameraSettings.txt,2025-01-17T00:35:34.9416309Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0443_1-Jupiter_656HIA.avi,2025-01-17-0502_3-Jupiter_450BLU.CameraSettings.txt,2025-01-17T05:01:32.9279918Z,0.01,60.0,No Gamma,2,640x640,
2025-01-17-0502_3-Jupiter_450BLU.avi,2025-01-17-0500_7-Jupiter_550GRN.CameraSettings.txt,2025-01-17T05:00:00.3102975Z,0.01,60.0,No Gamma,2,640x640,
2025-01-17-0500_7-Jupiter_550GRN.avi,2025-01-17-0459_2-Jupiter_685NIR.CameraSettings.txt,2025-01-17T04:58:26.9524097Z,0.01,60.0,No Gamma,2,640x640,
2025-01-17-0459_2-Jupiter_685NIR.avi,2025-01-17-0457_4-Jupiter_656HIA.CameraSettings.txt,2025-01-17T04:56:24.3492553Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0457_4-Jupiter_656HIA.avi,2025-01-17-0455_3-Jupiter_632OI.CameraSettings.txt,2025-01-17T04:54:20.8355657Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0455_3-Jupiter_632OI.avi,2025-01-17-0453_3-Jupiter_620CH4.CameraSettings.txt,2025-01-17T04:52:19.2620647Z,0.05,60.0,No Gamma,2,640x640,
